Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
mvMORPH	2024-08-23	Julien Clavel	ratematrix, RPANDA	2	2024-08-27 09:18:00.911184
VPdtw	2024-08-28	Ethan Bass		0	2024-08-27 09:18:00.911184
robotstxt	2024-08-29	Peter Meissner	polite, ralger, zenstats	3	2024-08-27 09:18:00.911184
tidytuesdayR	2024-08-29	Ellis Hughes		0	2024-08-27 09:18:00.911184
cwbtools	2024-08-31	Andreas Blaette		0	2024-08-27 09:18:00.911184
gggenomes	2024-08-31	Thomas Hackl		0	2024-08-27 09:18:00.911184
mstDIF	2024-08-31	Rudolf Debelak		0	2024-08-27 09:18:00.911184
TreatmentPatterns	2024-09-01	Maarten van Kessel		0	2024-08-27 09:18:00.911184
pkgdown	2024-09-02	Hadley Wickham	CALANGO, devtools, preferably, activPAL, AHM, aMNLFA, AmpGram, anyLib, asremlPlus, BEACH, biospear, bisectr, BrailleR, CancerGram, changer, checkhelper, CompMix, coronavirus, covid19brazil, covid19italy, covid19sf, covid19swiss, crt2power, D2MCS, dartRverse, datr, easypackages, Elja, EpiSemble, EvoPhylo, fairness, FastUtils, fgitR, func2vis, fusen, GB5mcPred, githubinstall, gscaLCA, GSSTDA, HanStat, hlaR, LDNN, link2GI, macroBiome, margaret, MazamaCoreUtils, mcbette, MF.beta4, miscset, modelDown, netmhc2pan, neurocInstall, newsanchor, nmadb, NoviceDeveloperResources, OpEnHiMR, ordinalbayes, OVtool, penppml, personalr, PFIM, pkgverse, populationPDXdesign, psdr, pureseqtmr, qcapower, rcompendium, rdomains, rdoxygen, riskmetric, RivRetrieve, roxygen2md, SCEM, SherlockHolmes, spRingsteen, srcpkgs, testthis, thinkr, understandBPMN, valuemap, uavRmp, AirMonitor, MazamaLocationUtils, MazamaSpatialPlots, MazamaSpatialUtils, MazamaTimeSeries, NoviceDeveloperResources2	87	2024-08-27 09:18:00.911184
quanteda	2024-09-02	Kenneth Benoit	AutoPlots, conText, corpustools, DICEM, doc2concrete, eHDPrep, grafzahl, highlightr, keyATM, LDABiplots, LDAShiny, LexisNexisTools, LSX, newsmap, oolong, poldis, politeness, quanteda.textstats, rainette, RNewsflow, seededlda, sentometrics, sentopics, stm, stylest2, sweater, textstem, tosca, Twitmo, ulex, wordmap, text2sdg, discursive, stmCorrViz, stmgui, stminsights, akc, MetaNLP, rollinglda	39	2024-08-27 09:18:00.911184
sas7bdat	2024-09-02	Matt Shotwell	BEACH, rfars, stpm	3	2024-08-27 09:18:00.911184
gtfstools	2024-09-02	Daniel Herszenhut	gtfs2gps, gtfs2emis	2	2024-08-27 09:18:00.911184
tensorEVD	2024-09-02	Marco Lopez-Cruz	SFSI	1	2024-08-27 09:18:00.911184
admiralvaccine	2024-09-02	Sukalpo Saha		0	2024-08-27 09:18:00.911184
bggAnalytics	2024-09-02	Jakub Bujnowicz		0	2024-08-27 09:18:00.911184
cregg	2024-09-02	Thomas J. Leeper		0	2024-08-27 09:18:00.911184
IPDFileCheck	2024-09-02	Sheeja Manchira Krishnan		0	2024-08-27 09:18:00.911184
SHELF	2024-09-03	Jeremy Oakley	convdistr, disbayes	2	2024-08-27 09:18:00.911184
tidyquant	2024-09-03	Matt Dancho	sweep, anomalize	2	2024-08-27 09:18:00.911184
gwid	2024-09-03	Soroush Mahmoudiandehkordi		0	2024-08-27 09:18:00.911184
ridigbio	2024-09-04	Jesse Bennett	gatoRs, spocc, rangeModelMetadata, wallace, ENMeval, ENMTools	6	2024-08-27 09:18:00.911184
bayesianVARs	2024-09-04	Luis Gruber		0	2024-08-27 09:18:00.911184
ExpImage	2024-09-04	Alcinei Mistico Azevedo		0	2024-08-27 09:18:00.911184
gatoRs	2024-09-04	Natalie N. Patten		0	2024-08-27 09:18:00.911184
Rgof	2024-09-04	Wolfgang Rolke		0	2024-08-27 09:18:00.911184
LDLcalc	2024-09-05	Petros Paplomatas		0	2024-08-27 09:18:00.911184
LOGANTree	2024-09-05	Qi Qin		0	2024-08-27 09:18:00.911184
MiscMetabar	2024-09-05	Adrien Taudière		0	2024-08-27 09:18:00.911184
MCPModGeneral	2024-09-06	Ian Laga		0	2024-08-27 09:18:00.911184
ModTools	2024-09-06	Andri Signorell		0	2024-08-27 09:18:00.911184
PopVar	2024-09-06	Jeffrey Neyhart		0	2024-08-27 09:18:00.911184
ucimlrepo	2024-09-06	James Joseph Balamuta		0	2024-08-27 09:18:00.911184
geepack	2024-09-07	Søren Højsgaard	aftgee, batchtma, CausalModels, CorrBin, CrossCarry, CRTspat, discSurv, eventglm, geeasy, geecure, ipw, IrregLong, jsmodule, jstable, LGRF, MESS, miLineage, MRTAnalysis, MXM, pseudo, recurrentpseudo, reportRmd, SLTCA, snSMART, spass, spind, swgee, tern.gee, trajmsm, afttest, citationchaser, cp4p, planningML, precmed, skyscapeR, ssev, TPEA, BiostatsUHNplus, teal.modules.clinical, MSclassifR, scRNAtools	41	2024-08-27 09:18:00.911184
frictionless	2024-09-07	Peter Desmet	camtrapdp, sotkanet	2	2024-08-27 09:18:00.911184
EEAaq	2024-09-07	Agostino Tassan Mazzocco		0	2024-08-27 09:18:00.911184
genekitr	2024-09-07	Yunze Liu		0	2024-08-27 09:18:00.911184
NADA2	2024-09-08	Paul Julian		0	2024-08-27 09:18:00.911184
NaileR	2024-09-08	Sébastien Lê		0	2024-08-27 09:18:00.911184
fdicdata	2024-09-09	Ugur Dar		0	2024-08-27 09:18:00.911184
fntl	2024-09-09	Andrew M. Raim		0	2024-08-27 09:18:00.911184
gdm	2024-09-09	Matt Fitzpatrick		0	2024-08-27 09:18:00.911184
qtlmt	2024-09-09	Riyan Cheng		0	2024-08-27 09:18:00.911184
taxizedb	2024-09-09	Tamás Stirling		0	2024-08-27 09:18:00.911184
TestFunctions	2024-09-10	Collin Erickson	optimizeR, ao	2	2024-08-27 09:18:00.911184
comparer	2024-09-10	Collin Erickson		0	2024-08-27 09:18:00.911184
GauPro	2024-09-10	Collin Erickson		0	2024-08-27 09:18:00.911184
mixopt	2024-09-10	Collin Erickson		0	2024-08-27 09:18:00.911184
