Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
SHELF	2024-09-03	Jeremy Oakley	convdistr, disbayes	2	2024-09-05 23:19:32.666645
ExpImage	2024-09-04	Alcinei Mistico Azevedo		0	2024-09-05 23:19:32.666645
gatoRs	2024-09-04	Natalie N. Patten		0	2024-09-05 23:19:32.666645
MiscMetabar	2024-09-05	Adrien Taudière		0	2024-09-05 23:19:32.666645
geepack	2024-09-07	Søren Højsgaard	aftgee, batchtma, CausalModels, CRTspat, discSurv, eventglm, geeasy, geecure, ipw, IrregLong, jsmodule, jstable, LGRF, MESS, miLineage, MRTAnalysis, MXM, pseudo, recurrentpseudo, reportRmd, SLTCA, snSMART, spass, spind, swgee, tern.gee, trajmsm, afttest, citationchaser, cp4p, planningML, precmed, skyscapeR, ssev, TPEA, BiostatsUHNplus, teal.modules.clinical, MSclassifR, scRNAtools	39	2024-09-05 23:19:32.666645
EEAaq	2024-09-07	Agostino Tassan Mazzocco		0	2024-09-05 23:19:32.666645
genekitr	2024-09-07	Yunze Liu		0	2024-09-05 23:19:32.666645
NADA2	2024-09-08	Paul Julian		0	2024-09-05 23:19:32.666645
NaileR	2024-09-08	Sébastien Lê		0	2024-09-05 23:19:32.666645
fdicdata	2024-09-09	Ugur Dar		0	2024-09-05 23:19:32.666645
gdm	2024-09-09	Matt Fitzpatrick		0	2024-09-05 23:19:32.666645
qtlmt	2024-09-09	Riyan Cheng		0	2024-09-05 23:19:32.666645
do	2024-09-10	Jing Zhang<zj391120@163.com>	base.rms, cutoff, ggrisk, msig, nomogramFormula, set	6	2024-09-05 23:19:32.666645
TestFunctions	2024-09-10	Collin Erickson	optimizeR, ao	2	2024-09-05 23:19:32.666645
comparer	2024-09-10	Collin Erickson		0	2024-09-05 23:19:32.666645
GauPro	2024-09-10	Collin Erickson		0	2024-09-05 23:19:32.666645
mixopt	2024-09-10	Collin Erickson		0	2024-09-05 23:19:32.666645
msmtools	2024-09-10	Francesco Grossetti		0	2024-09-05 23:19:32.666645
polle	2024-09-10	Andreas Nordland		0	2024-09-05 23:19:32.666645
TrialEmulation	2024-09-10	Isaac Gravestock		0	2024-09-05 23:19:32.666645
SSN2	2024-09-11	Michael Dumelle	SSNbayes	1	2024-09-05 23:19:32.666645
analogue	2024-09-13	Gavin L. Simpson	cops	1	2024-09-05 23:19:32.666645
rdracor	2024-09-13	Ivan Pozdniakov		0	2024-09-05 23:19:32.666645
geohabnet	2024-09-14	Krishna Keshav		0	2024-09-05 23:19:32.666645
RColetum	2024-09-14	André Smaniotto		0	2024-09-05 23:19:32.666645
diathor	2024-09-15	Joaquín Cochero		0	2024-09-05 23:19:32.666645
tidybayes	2024-09-16	Matthew Kay	bartMan, BayesGrowth, bennu, fido, INSPECTumours, mcmsupply, mcp, rcbayes, reslr, surveil, tidytreatment, trialr, brms.mmrm, escalation, historicalborrowlong	15	2024-09-05 23:19:32.666645
