Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
archivist	2024-08-18	Przemyslaw Biecek	archivist.github, modelDown	2	2024-08-21 08:21:39.764056
khisr	2024-08-18	David Kariuki	cancerscreening	1	2024-08-21 08:21:39.764056
algaeClassify	2024-08-18	Vijay Patil		0	2024-08-21 08:21:39.764056
dhlabR	2024-08-18	Ingerid Dale		0	2024-08-21 08:21:39.764056
mnis	2024-08-18	Evan Odell		0	2024-08-21 08:21:39.764056
netgsa	2024-08-18	Michael Hellstern		0	2024-08-21 08:21:39.764056
phenofit	2024-08-18	Dongdong Kong		0	2024-08-21 08:21:39.764056
bold	2024-08-19	Salix Dubois	datelife, refdb, taxize, algaeClassify, bdvis, CALANGO, helminthR, insectDisease, LocaTT, metacoder, MonoPhy, myTAI, occCite, OpenTreeChronograms, rusda, TR8, traits, GaMaBioMD	18	2024-08-21 08:21:39.764056
mlr3learners	2024-08-19	Marc Becker	DoubleML, GenericML, highMLR, mlr3fairness, mlr3shiny, mlr3verse, sense, spFSR, BioM2	9	2024-08-21 08:21:39.764056
mlt.docreg	2024-08-19	Torsten Hothorn		0	2024-08-21 08:21:39.764056
portfolio	2024-08-19	Daniel Gerlanc		0	2024-08-21 08:21:39.764056
PublicWorksFinanceIT	2024-08-22	Lorena Ricciotti		0	2024-08-21 08:21:39.764056
mvMORPH	2024-08-23	Julien Clavel	ratematrix, RPANDA	2	2024-08-21 08:21:39.764056
bite	2024-08-23	Theo Gaboriau		0	2024-08-21 08:21:39.764056
RRphylo	2024-08-23	Pasquale Raia		0	2024-08-21 08:21:39.764056
geepack	2024-08-24	Søren Højsgaard	aftgee, batchtma, CausalModels, CorrBin, CrossCarry, CRTspat, discSurv, eventglm, geeasy, geecure, ipw, IrregLong, jstable, LGRF, MESS, miLineage, MRTAnalysis, MXM, pseudo, recurrentpseudo, reportRmd, SLTCA, snSMART, spass, spind, swgee, tern.gee, trajmsm, jsmodule, afttest, citationchaser, cp4p, planningML, precmed, skyscapeR, ssev, TPEA, BiostatsUHNplus, teal.modules.clinical, MSclassifR, scRNAtools	41	2024-08-21 08:21:39.764056
quanteda.textmodels	2024-08-25	Kenneth Benoit		0	2024-08-21 08:21:39.764056
rb3	2024-08-25	Wilson Freitas		0	2024-08-21 08:21:39.764056
BayesMassBal	2024-08-27	Scott Koermer		0	2024-08-21 08:21:39.764056
ContourFunctions	2024-08-27	Collin Erickson		0	2024-08-21 08:21:39.764056
VPdtw	2024-08-28	Ethan Bass		0	2024-08-21 08:21:39.764056
robotstxt	2024-08-29	Peter Meissner	polite, ralger, zenstats	3	2024-08-21 08:21:39.764056
