Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
MultAlloc	2025-01-10	Jose Brito	stratvns	1	2024-12-17 20:20:21.442465
reportRmd	2025-01-10	Lisa Avery	BiostatsUHNplus	1	2024-12-17 20:20:21.442465
rolog	2025-01-10	Matthias Gondan	mathml	1	2024-12-17 20:20:21.442465
twitteR	2025-01-10	Jeff Gentry	TwitterAutomatedTrading	1	2024-12-17 20:20:21.442465
vines	2025-01-10	Yasser Gonzalez-Fernandez	copulaedas	1	2024-12-17 20:20:21.442465
ABCp2	2025-01-10	M. Catherine Duryea		0	2024-12-17 20:20:21.442465
additiveDEA	2025-01-10	Andreas Diomedes Soteriades		0	2024-12-17 20:20:21.442465
APCalign	2025-01-10	Daniel Falster		0	2024-12-17 20:20:21.442465
AssetAllocation	2025-01-10	Alexandre Rubesam		0	2024-12-17 20:20:21.442465
AssocAFC	2025-01-10	Khalid B. Kunji		0	2024-12-17 20:20:21.442465
BayesMixSurv	2025-01-10	Alireza S. Mahani		0	2024-12-17 20:20:21.442465
BRugs	2025-01-10	Uwe Ligges		0	2024-12-17 20:20:21.442465
CAESAR.Suite	2025-01-10	Xiao Zhang		0	2024-12-17 20:20:21.442465
CalSim	2025-01-10	Johannes Resin		0	2024-12-17 20:20:21.442465
CCTpack	2025-01-10	Royce Anders		0	2024-12-17 20:20:21.442465
CHFF	2025-01-10	Kyle A. Caudle		0	2024-12-17 20:20:21.442465
cnum	2025-01-10	Elgar Teo		0	2024-12-17 20:20:21.442465
COCONUT	2025-01-10	Timothy E Sweeney		0	2024-12-17 20:20:21.442465
ConConPiWiFun	2025-01-10	Robin Girard		0	2024-12-17 20:20:21.442465
ctmcmove	2025-01-10	Ephraim Hanks		0	2024-12-17 20:20:21.442465
customizedTraining	2025-01-10	Scott Powers		0	2024-12-17 20:20:21.442465
Dark	2025-01-10	Jeremiah MF Kelly		0	2024-12-17 20:20:21.442465
dartR	2025-01-10	Bernd Gruber		0	2024-12-17 20:20:21.442465
dhh	2025-01-10	Runlong Tang		0	2024-12-17 20:20:21.442465
dhis2r	2025-01-10	Robinson Amanyiraho		0	2024-12-17 20:20:21.442465
digiRhythm	2025-01-10	Hassan-Roland Nasser		0	2024-12-17 20:20:21.442465
dimRed	2025-01-10	Guido Kraemer		0	2024-12-17 20:20:21.442465
DNLC	2025-01-10	Yusheng Ding		0	2024-12-17 20:20:21.442465
Dodge	2025-01-10	A. Jonathan R. Godfrey		0	2024-12-17 20:20:21.442465
ecdata	2025-01-10	Joshua Allen		0	2024-12-17 20:20:21.442465
eHOF	2025-01-10	Florian Jansen		0	2024-12-17 20:20:21.442465
EmbedSOM	2025-01-10	Mirek Kratochvil		0	2024-12-17 20:20:21.442465
epiCo	2025-01-10	Juan D. Umaña		0	2024-12-17 20:20:21.442465
eulerian	2025-01-10	Ashis Saha		0	2024-12-17 20:20:21.442465
fasjem	2025-01-10	Beilun Wang		0	2024-12-17 20:20:21.442465
fcaR	2025-01-10	Domingo Lopez Rodriguez		0	2024-12-17 20:20:21.442465
fdaPDE	2025-01-10	Eleonora Arnone		0	2024-12-17 20:20:21.442465
fedmatch	2025-01-10	Chris Webster		0	2024-12-17 20:20:21.442465
fluxfinder	2025-01-10	Stephanie Wilson		0	2024-12-17 20:20:21.442465
gdm	2025-01-10	Matt Fitzpatrick		0	2024-12-17 20:20:21.442465
GHCNr	2025-01-10	Emilio Berti		0	2024-12-17 20:20:21.442465
GIFT	2025-01-10	Pierre Denelle		0	2024-12-17 20:20:21.442465
grattan	2025-01-10	Hugh Parsonage		0	2024-12-17 20:20:21.442465
IntNMF	2025-01-10	Prabhakar Chalise		0	2024-12-17 20:20:21.442465
IP	2025-01-10	Thomas Soubiran		0	2024-12-17 20:20:21.442465
iso8601	2025-01-10	Jan van der Laan		0	2024-12-17 20:20:21.442465
IsotopeR	2025-01-10	Jake Ferguson		0	2024-12-17 20:20:21.442465
lmap	2025-01-10	Mark de Rooij		0	2024-12-17 20:20:21.442465
LncPath	2025-01-10	Junwei Han		0	2024-12-17 20:20:21.442465
LRcontrast	2025-01-10	Kevin Kokot		0	2024-12-17 20:20:21.442465
lrmest	2025-01-10	Ajith Dissanayake		0	2024-12-17 20:20:21.442465
LTRCforests	2025-01-10	Weichi Yao		0	2024-12-17 20:20:21.442465
madrat	2025-01-10	Jan Philipp Dietrich		0	2024-12-17 20:20:21.442465
marquee	2025-01-10	Thomas Lin Pedersen		0	2024-12-17 20:20:21.442465
memochange	2025-01-10	Kai Wenger		0	2024-12-17 20:20:21.442465
msBP	2025-01-10	Antonio Canale		0	2024-12-17 20:20:21.442465
msgpackR	2025-01-10	Mikiya TANIZAWA		0	2024-12-17 20:20:21.442465
MultiRR	2025-01-10	Yimen G. Araya-Ajoy		0	2024-12-17 20:20:21.442465
netdiffuseR	2025-01-10	George Vega Yon		0	2024-12-17 20:20:21.442465
NetSwan	2025-01-10	Serge Lhomme		0	2024-12-17 20:20:21.442465
NLRoot	2025-01-10	Zheng Sengui<1225620446@qq.com>		0	2024-12-17 20:20:21.442465
npmv	2025-01-10	Amanda Ellis		0	2024-12-17 20:20:21.442465
optpart	2025-01-10	David W. Roberts		0	2024-12-17 20:20:21.442465
pco	2025-01-10	Georgi Marinov		0	2024-12-17 20:20:21.442465
PvSTATEM	2025-01-10	Tymoteusz Kwiecinski		0	2024-12-17 20:20:21.442465
readxlsb	2025-01-10	Michael Allen		0	2024-12-17 20:20:21.442465
RFpredInterval	2025-01-10	Cansu Alakus		0	2024-12-17 20:20:21.442465
ridittools	2025-01-10	Eric Bohlman		0	2024-12-17 20:20:21.442465
RPPairwiseDesign	2025-01-10	Mohamed Laib		0	2024-12-17 20:20:21.442465
rwc	2025-01-10	Ephraim M. Hanks		0	2024-12-17 20:20:21.442465
scorematchingad	2025-01-10	Kassel Liam Hingee		0	2024-12-17 20:20:21.442465
selenider	2025-01-10	Ashby Thorpe		0	2024-12-17 20:20:21.442465
SI	2025-01-10	Jinhong Du		0	2024-12-17 20:20:21.442465
smoothAPC	2025-01-10	Alexander Dokumentov		0	2024-12-17 20:20:21.442465
spaa	2025-01-10	Jinlong Zhang		0	2024-12-17 20:20:21.442465
sparsevb	2025-01-10	Gabriel Clara		0	2024-12-17 20:20:21.442465
spEDM	2025-01-10	Wenbo Lv		0	2024-12-17 20:20:21.442465
stopdetection	2025-01-10	McCool Danielle		0	2024-12-17 20:20:21.442465
sundialr	2025-01-10	Satyaprakash Nayak		0	2024-12-17 20:20:21.442465
suRtex	2025-01-10	Dustin Landers		0	2024-12-17 20:20:21.442465
TeachNet	2025-01-10	Georg Steinbuss		0	2024-12-17 20:20:21.442465
tidysq	2025-01-10	Dominik Rafacz		0	2024-12-17 20:20:21.442465
tlm	2025-01-10	Jose Barrera-Gomez		0	2024-12-17 20:20:21.442465
vfcp	2025-01-10	Josef Brejcha		0	2024-12-17 20:20:21.442465
wqs	2025-01-10	Jenna Czarnota		0	2024-12-17 20:20:21.442465
cellWise	2025-01-12	Jakob Raymaekers	classmap, ConfidenceEllipse, fMRIscrub, GSE, OutliersO3, RCTS, RDnp, RMSS, robStepSplitReg, srlars, templateICAr, ktaucenters, robreg3S, robustsur, robustvarComp, RMBC	16	2024-12-17 20:20:21.442465
cherry	2025-01-12	Jelle Goeman	flip, CrossClustering, jointest, SEMgraph, SEMdeep	5	2024-12-17 20:20:21.442465
PieGlyph	2025-01-12	Rishabh Vishwakarma	DImodelsVis	1	2024-12-17 20:20:21.442465
DBpower	2025-01-12	Ryan Sun		0	2024-12-17 20:20:21.442465
DRviaSPCN	2025-01-12	Junwei Han		0	2024-12-17 20:20:21.442465
NMRphasing	2025-01-12	Aixiang Jiang		0	2024-12-17 20:20:21.442465
PVplr	2025-01-12	Roger French		0	2024-12-17 20:20:21.442465
RCTS	2025-01-12	Ewoud Heyndels		0	2024-12-17 20:20:21.442465
ROI.models.globalOptTests	2025-01-12	Florian Schwendinger		0	2024-12-17 20:20:21.442465
SlaPMEG	2025-01-12	Mitra Ebrahimpoor		0	2024-12-17 20:20:21.442465
SNPfiltR	2025-01-12	Devon DeRaad		0	2024-12-17 20:20:21.442465
STGS	2025-01-12	Neeraj Budhlakoti		0	2024-12-17 20:20:21.442465
mratios	2025-01-13	Frank Schaarschmidt	BSagri, SimComp, ANOM	3	2024-12-17 20:20:21.442465
enviGCMS	2025-01-13	Miao YU	pmd	1	2024-12-17 20:20:21.442465
gamCopula	2025-01-13	Thibault Vatter		0	2024-12-17 20:20:21.442465
georob	2025-01-13	Andreas Papritz		0	2024-12-17 20:20:21.442465
glycanr	2025-01-13	Ivo Ugrina		0	2024-12-17 20:20:21.442465
grec	2025-01-13	Wencheng Lau-Medrano		0	2024-12-17 20:20:21.442465
HospitalNetwork	2025-01-13	Pascal Crépey		0	2024-12-17 20:20:21.442465
lori	2025-01-13	Genevieve Robin		0	2024-12-17 20:20:21.442465
mregions2	2025-01-13	Salvador Jesús Fernández Bejarano		0	2024-12-17 20:20:21.442465
presmTP	2025-01-13	Gustavo Soutinho		0	2024-12-17 20:20:21.442465
Rnmr1D	2025-01-13	Daniel Jacob		0	2024-12-17 20:20:21.442465
valr	2025-01-13	Kent Riemondy		0	2024-12-17 20:20:21.442465
tidyfit	2025-01-14	Johann Pfitzinger		0	2024-12-17 20:20:21.442465
