Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
rgrass	2024-10-04	Roger Bivand	rdwplus	1	2024-10-11 05:17:34.277448
BRugs	2024-10-04	Uwe Ligges		0	2024-10-11 05:17:34.277448
OpenCL	2024-10-04	Simon Urbanek		0	2024-10-11 05:17:34.277448
saros	2024-10-04	Stephan Daus		0	2024-10-11 05:17:34.277448
dsmSearch	2024-10-07	Xiaohao Yang		0	2024-10-11 05:17:34.277448
gss	2024-10-11	Chong Gu	coxrt, DSWE, fBasics, fPASS, LocalControl, MetaLonDA, ambit, BLCOP, BRVM, distrRmetrics, FarmSelect, fAssets, fBonds, fCopulae, fExtremes, fGarch, fMultivar, fNonlinear, fPortfolio, fRegression, fTrading, fUnitRoots, HBSTM, iClick, Irescale, jackstrap, LSMonteCarlo, modeest, MTS, neatStats, sicegar, StableEstim, StockDistFit, TLIC, AssocTests, CompDist, extremeStat, AriGaMyANNSVR, CEEMDANML, ftsa, gogarch, gratis, GWEX, IndexConstruction, irtDemo, L2DensityGoFtest, ludic, mixAR, npboottprm, npboottprmFBar, segMGarch, SLBDD, svines, univariateML, WaveletML, bifurcatingr, latentcor, mixedCCA, DescribeDF, RMOPI, audrex, BiostatsUHNplus, codez, dymo, GUniFrac, jenga, lambdaTS, LDM, ldsep, MicrobiomeStat, naive, OBASpatial, proteus, segen, spooky, swfscMisc, tetragon, WRI, BayesBEKK, mlmts, multDM, VARDetect, deforestable, TempStable, CompareMultipleModels, WaveletMLbestFL, DiSCos, demography, RcmdrPlugin.RiskDemo, Rfssa, wwntests, chemodiv, mecoturn, MiRKAT, RPANDA, ggpicrust2, bootwar, outliers.ts.oga, abmR, banter, HDSpatialScan, rfPermute, sprex, swfscAirDAS, swfscDAS, ale, EBcoBART, kdensity, piecenorms, popstudy, SEERaBomb, tscopula, CruzPlot	113	2024-10-11 05:17:34.277448
RcppAlgos	2024-10-11	Joseph Wood	ccpsyc, epinetr, IDSL.UFAx, janus, mvSUSY, Rtropical, STraTUS, surveyvoi, TML, Trading, SACCR, xVA	12	2024-10-11 05:17:34.277448
googlePolylines	2024-10-11	David Cooley	googleway, graphhopper, mapdeck, opentripplanner, osrm, googletraffic, rStrava, trackeRapp	8	2024-10-11 05:17:34.277448
DNAmixturesLite	2024-10-11	Therese Graversen	KinMixLite	1	2024-10-11 05:17:34.277448
rgeoda	2024-10-11	Xun Li	BoundaryStats	1	2024-10-11 05:17:34.277448
tok	2024-10-11	Daniel Falbel	sacRebleu	1	2024-10-11 05:17:34.277448
spathial	2024-10-11	Erika Gardini		0	2024-10-11 05:17:34.277448
trampoline	2024-10-11	Russell Dinnage		0	2024-10-11 05:17:34.277448
tripack	2024-10-11	Albrecht Gebhardt		0	2024-10-11 05:17:34.277448
AnnoProbe	2024-10-12	Yonghe Xia		0	2024-10-11 05:17:34.277448
CoronaNetR	2024-10-12	Robert Kubinec		0	2024-10-11 05:17:34.277448
dhlabR	2024-10-12	Ingerid Dale		0	2024-10-11 05:17:34.277448
distrDoc	2024-10-12	Peter Ruckdeschel		0	2024-10-11 05:17:34.277448
morpheus	2024-10-12	Benjamin Auder		0	2024-10-11 05:17:34.277448
