Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
bigergm	2024-09-16	Cornelius Fritz		0	2024-09-22 14:14:52.095557
rrcov	2024-09-20	Valentin Todorov	bigdatadist, BMA, cellWise, crmReg, DepthProc, funcharts, geneticae, groc, GSE, ICSClust, ICSShiny, MAINT.Data, mcrPioda, MVTests, pmartR, QuadratiK, RcmdrPlugin.PcaRobust, riv, RobAStBase, robCompositions, RobStatTM, robust, robustfa, rospca, rrcov3way, rrcovHD, rrcovNA, rstanbdp, ssMRCD, TCIU, BCEE, clustvarsel, Ecfun, maclogp, mlogitBMA, classmap, ConfidenceEllipse, fMRIscrub, OutliersO3, RCTS, RDnp, RMSS, robStepSplitReg, srlars, familial, OptimaRegion, hetsurrSurv, ktaucenters, robreg3S, robustsur, robustvarComp, RobExtremes, RobLox, ROptEst, baker, CMMs, facmodCS, facmodTS, PCRA, RPEIF, RPESE, RRBoost, adventr, lolR, mmiCATs, outliers.ts.oga, RobMixReg, Ecdat, RMBC, RobLoxBioC, RPEGLMEN, DWreg, gk, BDWreg	74	2024-09-22 14:14:52.095557
glmmTMB	2024-09-20	Mollie Brooks	cv, DEGRE, GLMMcosinor, glmmSeq, gmvjoint, iccCounts, lefko3, LongDat, mecoturn, mtscr, pastaPlot, pdR, predictmeans, twosigma, eda4treeR, gvcR	16	2024-09-22 14:14:52.095557
Rmpi	2024-09-23	Hao Yu	bigGP, doMPI, regRSM, moc.gapbk	4	2024-09-22 14:14:52.095557
fishMod	2024-09-23	Scott Foster	boral, gllvm, sdmTMB	3	2024-09-22 14:14:52.095557
ETAS	2024-09-23	Abdollah Jalilian	ETASbootstrap	1	2024-09-22 14:14:52.095557
FKF.SP	2024-09-23	Thomas Aspinall	NFCP	1	2024-09-22 14:14:52.095557
ManlyMix	2024-09-23	Xuwen Zhu	vscc	1	2024-09-22 14:14:52.095557
mcr	2024-09-23	Sergej Potapov	mcradds	1	2024-09-22 14:14:52.095557
bioPN	2024-09-23	Roberto Bertolusso		0	2024-09-22 14:14:52.095557
CAMAN	2024-09-23	Philipp Doebler		0	2024-09-22 14:14:52.095557
HKprocess	2024-09-23	Hristos Tyralis		0	2024-09-22 14:14:52.095557
stabreg	2024-09-23	Oleg Kopylov		0	2024-09-22 14:14:52.095557
ursa	2024-09-23	Nikita Platonov		0	2024-09-22 14:14:52.095557
tok	2024-09-25	Daniel Falbel	sacRebleu	1	2024-09-22 14:14:52.095557
zoomerjoin	2024-09-25	Beniamino Green		0	2024-09-22 14:14:52.095557
arcgisutils	2024-09-26	Josiah Parry	arcgisgeocode, arcgisplaces, arcpbf	3	2024-09-22 14:14:52.095557
b64	2024-09-26	Josiah Parry	downloadthis	1	2024-09-22 14:14:52.095557
arcgisgeocode	2024-09-26	Josiah Parry		0	2024-09-22 14:14:52.095557
arcgisplaces	2024-09-26	Josiah Parry		0	2024-09-22 14:14:52.095557
msmtools	2024-09-26	Francesco Grossetti		0	2024-09-22 14:14:52.095557
rdracor	2024-09-27	Ivan Pozdniakov		0	2024-09-22 14:14:52.095557
WeightSVM	2024-09-28	Tianchen Xu	ECTSVR, mlpwr, mpath, bujar, irboost, nbfar, NBtsVarSel	7	2024-09-22 14:14:52.095557
lassoshooting	2024-09-28	Tobias Abenius	clogitLasso, epoc, rRAP	3	2024-09-22 14:14:52.095557
Rcatch22	2024-09-28	Trent Henderson	theft, theftdlc	2	2024-09-22 14:14:52.095557
EGAnet	2024-09-28	Hudson Golino	latentFactoR	1	2024-09-22 14:14:52.095557
