Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
dartR.base	2025-02-16	Bernd Gruber	dartR.popgen, dartR.sexlinked, dartR.sim, dartR.spatial, dartR.captive	5	2025-02-18 18:26:52.958298
autothresholdr	2025-02-16	Rory Nolan	coveR2, detrendr, hemispheR, nandb	4	2025-02-18 18:26:52.958298
detrendr	2025-02-16	Rory Nolan	nandb	1	2025-02-18 18:26:52.958298
soilassessment	2025-02-17	Christian Thine Omuto		0	2025-02-18 18:26:52.958298
teal	2025-02-18	Dawid Kaledkowski	teal.modules.clinical, teal.modules.general	2	2025-02-18 18:26:52.958298
causalBatch	2025-02-18	Eric W. Bridgeford		0	2025-02-18 18:26:52.958298
teal.modules.clinical	2025-02-18	Joe Zhu		0	2025-02-18 18:26:52.958298
teal.modules.general	2025-02-18	Dawid Kaledkowski		0	2025-02-18 18:26:52.958298
DATAstudio	2025-02-19	Miguel de Carvalho		0	2025-02-18 18:26:52.958298
Pandora	2025-02-19	Jan Abel		0	2025-02-18 18:26:52.958298
