Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
metRology	2025-01-10	Stephen L R Ellison	bayes4psy, BayesRS, footBayes, masscor, poems, epizootic, paleopop	7	2024-12-23 15:18:24.137243
REDCapR	2025-01-10	Will Beasley	REDCapCAST, REDCapDM, REDCapTidieR, ReviewR, tidyREDCap	5	2024-12-23 15:18:24.137243
isotree	2025-01-10	David Cortes	bulkQC, ifCNVR, itsdm, reverseR	4	2024-12-23 15:18:24.137243
rAmCharts	2025-01-10	Benoit Thieurmel	antaresViz, linkspotter, opera, Bodi	4	2024-12-23 15:18:24.137243
Rmpi	2025-01-10	Hao Yu	bigGP, doMPI, regRSM, moc.gapbk	4	2024-12-23 15:18:24.137243
EnsembleBase	2025-01-10	Alireza S. Mahani	EnsembleCV, EnsemblePCReg, EnsemblePenReg	3	2024-12-23 15:18:24.137243
xpose	2025-01-10	Benjamin Guiastrennec	nlmixr2rpt, xpose.nlmixr2, xpose.xtras	3	2024-12-23 15:18:24.137243
nplr	2025-01-10	Frederic Commo	MALDIcellassay, PvSTATEM	2	2024-12-23 15:18:24.137243
tidyquant	2025-01-10	Matt Dancho	sweep, anomalize	2	2024-12-23 15:18:24.137243
BIOMASS	2025-01-10	Dominique Lamonica	forestdynR	1	2024-12-23 15:18:24.137243
CAST	2025-01-10	Hanna Meyer	meteo	1	2024-12-23 15:18:24.137243
CorMID	2025-01-10	Jan Lisec	HiResTEC	1	2024-12-23 15:18:24.137243
DDoutlier	2025-01-10	Jacob H. Madsen	Statsomat	1	2024-12-23 15:18:24.137243
EMCluster	2025-01-10	Wei-Chen Chen	MixfMRI	1	2024-12-23 15:18:24.137243
GauPro	2025-01-10	Collin Erickson	comparer	1	2024-12-23 15:18:24.137243
HMMpa	2025-01-10	Ronja Foraita	coconots	1	2024-12-23 15:18:24.137243
lordif	2025-01-10	Seung W. Choi	TestAnaAPP	1	2024-12-23 15:18:24.137243
MultAlloc	2025-01-10	Jose Brito	stratvns	1	2024-12-23 15:18:24.137243
reportRmd	2025-01-10	Lisa Avery	BiostatsUHNplus	1	2024-12-23 15:18:24.137243
rolog	2025-01-10	Matthias Gondan	mathml	1	2024-12-23 15:18:24.137243
tidytreatment	2025-01-10	Joshua J Bon	bartMan	1	2024-12-23 15:18:24.137243
twitteR	2025-01-10	Jeff Gentry	TwitterAutomatedTrading	1	2024-12-23 15:18:24.137243
vines	2025-01-10	Yasser Gonzalez-Fernandez	copulaedas	1	2024-12-23 15:18:24.137243
ABCp2	2025-01-10	M. Catherine Duryea		0	2024-12-23 15:18:24.137243
additiveDEA	2025-01-10	Andreas Diomedes Soteriades		0	2024-12-23 15:18:24.137243
APCalign	2025-01-10	Daniel Falster		0	2024-12-23 15:18:24.137243
aPEAR	2025-01-10	Ieva Kerseviciute		0	2024-12-23 15:18:24.137243
AssetAllocation	2025-01-10	Alexandre Rubesam		0	2024-12-23 15:18:24.137243
AssocAFC	2025-01-10	Khalid B. Kunji		0	2024-12-23 15:18:24.137243
BayesMixSurv	2025-01-10	Alireza S. Mahani		0	2024-12-23 15:18:24.137243
BRugs	2025-01-10	Uwe Ligges		0	2024-12-23 15:18:24.137243
CAESAR.Suite	2025-01-10	Xiao Zhang		0	2024-12-23 15:18:24.137243
CalSim	2025-01-10	Johannes Resin		0	2024-12-23 15:18:24.137243
CauchyCP	2025-01-10	Hong Zhang		0	2024-12-23 15:18:24.137243
CCTpack	2025-01-10	Royce Anders		0	2024-12-23 15:18:24.137243
CHFF	2025-01-10	Kyle A. Caudle		0	2024-12-23 15:18:24.137243
cnum	2025-01-10	Elgar Teo		0	2024-12-23 15:18:24.137243
COCONUT	2025-01-10	Timothy E Sweeney		0	2024-12-23 15:18:24.137243
ConConPiWiFun	2025-01-10	Robin Girard		0	2024-12-23 15:18:24.137243
ctmcmove	2025-01-10	Ephraim Hanks		0	2024-12-23 15:18:24.137243
customizedTraining	2025-01-10	Scott Powers		0	2024-12-23 15:18:24.137243
Dark	2025-01-10	Jeremiah MF Kelly		0	2024-12-23 15:18:24.137243
dartR	2025-01-10	Bernd Gruber		0	2024-12-23 15:18:24.137243
dhh	2025-01-10	Runlong Tang		0	2024-12-23 15:18:24.137243
dhis2r	2025-01-10	Robinson Amanyiraho		0	2024-12-23 15:18:24.137243
dimRed	2025-01-10	Guido Kraemer		0	2024-12-23 15:18:24.137243
DNLC	2025-01-10	Yusheng Ding		0	2024-12-23 15:18:24.137243
Dodge	2025-01-10	A. Jonathan R. Godfrey		0	2024-12-23 15:18:24.137243
ecdata	2025-01-10	Joshua Allen		0	2024-12-23 15:18:24.137243
eHOF	2025-01-10	Florian Jansen		0	2024-12-23 15:18:24.137243
EmbedSOM	2025-01-10	Mirek Kratochvil		0	2024-12-23 15:18:24.137243
epiCo	2025-01-10	Juan D. Umaña		0	2024-12-23 15:18:24.137243
eulerian	2025-01-10	Ashis Saha		0	2024-12-23 15:18:24.137243
fasjem	2025-01-10	Beilun Wang		0	2024-12-23 15:18:24.137243
fcaR	2025-01-10	Domingo Lopez Rodriguez		0	2024-12-23 15:18:24.137243
fdaPDE	2025-01-10	Eleonora Arnone		0	2024-12-23 15:18:24.137243
fedmatch	2025-01-10	Chris Webster		0	2024-12-23 15:18:24.137243
fluxfinder	2025-01-10	Stephanie Wilson		0	2024-12-23 15:18:24.137243
gdm	2025-01-10	Matt Fitzpatrick		0	2024-12-23 15:18:24.137243
grattan	2025-01-10	Hugh Parsonage		0	2024-12-23 15:18:24.137243
IntNMF	2025-01-10	Prabhakar Chalise		0	2024-12-23 15:18:24.137243
IP	2025-01-10	Thomas Soubiran		0	2024-12-23 15:18:24.137243
IsotopeR	2025-01-10	Jake Ferguson		0	2024-12-23 15:18:24.137243
lmap	2025-01-10	Mark de Rooij		0	2024-12-23 15:18:24.137243
LncPath	2025-01-10	Junwei Han		0	2024-12-23 15:18:24.137243
LRcontrast	2025-01-10	Kevin Kokot		0	2024-12-23 15:18:24.137243
lrmest	2025-01-10	Ajith Dissanayake		0	2024-12-23 15:18:24.137243
LTRCforests	2025-01-10	Weichi Yao		0	2024-12-23 15:18:24.137243
marquee	2025-01-10	Thomas Lin Pedersen		0	2024-12-23 15:18:24.137243
memochange	2025-01-10	Kai Wenger		0	2024-12-23 15:18:24.137243
msBP	2025-01-10	Antonio Canale		0	2024-12-23 15:18:24.137243
msgpackR	2025-01-10	Mikiya TANIZAWA		0	2024-12-23 15:18:24.137243
MultiRR	2025-01-10	Yimen G. Araya-Ajoy		0	2024-12-23 15:18:24.137243
netdiffuseR	2025-01-10	George Vega Yon		0	2024-12-23 15:18:24.137243
NetSwan	2025-01-10	Serge Lhomme		0	2024-12-23 15:18:24.137243
NLRoot	2025-01-10	Zheng Sengui<1225620446@qq.com>		0	2024-12-23 15:18:24.137243
npmv	2025-01-10	Amanda Ellis		0	2024-12-23 15:18:24.137243
optpart	2025-01-10	David W. Roberts		0	2024-12-23 15:18:24.137243
OralOpioids	2025-01-10	Ankona Banerjee		0	2024-12-23 15:18:24.137243
pco	2025-01-10	Georgi Marinov		0	2024-12-23 15:18:24.137243
PvSTATEM	2025-01-10	Tymoteusz Kwiecinski		0	2024-12-23 15:18:24.137243
readxlsb	2025-01-10	Michael Allen		0	2024-12-23 15:18:24.137243
RFpredInterval	2025-01-10	Cansu Alakus		0	2024-12-23 15:18:24.137243
ridittools	2025-01-10	Eric Bohlman		0	2024-12-23 15:18:24.137243
rineq	2025-01-10	Kaspar Meili		0	2024-12-23 15:18:24.137243
RPPairwiseDesign	2025-01-10	Mohamed Laib		0	2024-12-23 15:18:24.137243
rwc	2025-01-10	Ephraim M. Hanks		0	2024-12-23 15:18:24.137243
scorematchingad	2025-01-10	Kassel Liam Hingee		0	2024-12-23 15:18:24.137243
SI	2025-01-10	Jinhong Du		0	2024-12-23 15:18:24.137243
smoothAPC	2025-01-10	Alexander Dokumentov		0	2024-12-23 15:18:24.137243
spaa	2025-01-10	Jinlong Zhang		0	2024-12-23 15:18:24.137243
sparsevb	2025-01-10	Gabriel Clara		0	2024-12-23 15:18:24.137243
stopdetection	2025-01-10	McCool Danielle		0	2024-12-23 15:18:24.137243
suRtex	2025-01-10	Dustin Landers		0	2024-12-23 15:18:24.137243
TeachNet	2025-01-10	Georg Steinbuss		0	2024-12-23 15:18:24.137243
tidyclust	2025-01-10	Emil Hvitfeldt		0	2024-12-23 15:18:24.137243
tidysq	2025-01-10	Dominik Rafacz		0	2024-12-23 15:18:24.137243
tlm	2025-01-10	Jose Barrera-Gomez		0	2024-12-23 15:18:24.137243
vcfppR	2025-01-10	Zilong Li		0	2024-12-23 15:18:24.137243
vfcp	2025-01-10	Josef Brejcha		0	2024-12-23 15:18:24.137243
wqs	2025-01-10	Jenna Czarnota		0	2024-12-23 15:18:24.137243
cellWise	2025-01-12	Jakob Raymaekers	classmap, ConfidenceEllipse, fMRIscrub, GSE, OutliersO3, RCTS, RDnp, RMSS, robStepSplitReg, srlars, templateICAr, ktaucenters, robreg3S, robustsur, robustvarComp, RMBC	16	2024-12-23 15:18:24.137243
cherry	2025-01-12	Jelle Goeman	flip, CrossClustering, jointest, SEMgraph, SEMdeep	5	2024-12-23 15:18:24.137243
PieGlyph	2025-01-12	Rishabh Vishwakarma	DImodelsVis	1	2024-12-23 15:18:24.137243
DBpower	2025-01-12	Ryan Sun		0	2024-12-23 15:18:24.137243
DRviaSPCN	2025-01-12	Junwei Han		0	2024-12-23 15:18:24.137243
PVplr	2025-01-12	Roger French		0	2024-12-23 15:18:24.137243
RCTS	2025-01-12	Ewoud Heyndels		0	2024-12-23 15:18:24.137243
ROI.models.globalOptTests	2025-01-12	Florian Schwendinger		0	2024-12-23 15:18:24.137243
SlaPMEG	2025-01-12	Mitra Ebrahimpoor		0	2024-12-23 15:18:24.137243
SNPfiltR	2025-01-12	Devon DeRaad		0	2024-12-23 15:18:24.137243
STGS	2025-01-12	Neeraj Budhlakoti		0	2024-12-23 15:18:24.137243
mratios	2025-01-13	Frank Schaarschmidt	BSagri, SimComp, ANOM	3	2024-12-23 15:18:24.137243
enviGCMS	2025-01-13	Miao YU	pmd	1	2024-12-23 15:18:24.137243
georob	2025-01-13	Andreas Papritz		0	2024-12-23 15:18:24.137243
glycanr	2025-01-13	Ivo Ugrina		0	2024-12-23 15:18:24.137243
grec	2025-01-13	Wencheng Lau-Medrano		0	2024-12-23 15:18:24.137243
lori	2025-01-13	Genevieve Robin		0	2024-12-23 15:18:24.137243
mregions2	2025-01-13	Salvador Jesús Fernández Bejarano		0	2024-12-23 15:18:24.137243
presmTP	2025-01-13	Gustavo Soutinho		0	2024-12-23 15:18:24.137243
Rnmr1D	2025-01-13	Daniel Jacob		0	2024-12-23 15:18:24.137243
valr	2025-01-13	Kent Riemondy		0	2024-12-23 15:18:24.137243
arrow	2025-01-14	Jonathan Keane	APCalign, brickster, capesR, censobr, ClickHouseHTTP, diffdfs, disk.frame, DominoDataR, dpkg, ebirdst, ecdata, Eunomia, foundry, gbifdb, geslaR, IGoRRR, mintyr, MolgenisArmadillo, multimolang, nhdplusTools, overturemapsr, parqr, parquetize, pysparklyr, sfarrow, sooty, SQL, strand, TestGenerator, TKCat, amadeus, gwavr	32	2024-12-23 15:18:24.137243
geojsonR	2025-01-14	Lampros Mouselimis	GeoMongo	1	2024-12-23 15:18:24.137243
tidyfit	2025-01-14	Johann Pfitzinger		0	2024-12-23 15:18:24.137243
geomtextpath	2025-01-15	Allan Cameron	transPlotR, TransProR, triptych, VisualizeSimon2Stage	4	2024-12-23 15:18:24.137243
hasseDiagram	2025-01-15	Krzysztof Ciomek		0	2024-12-23 15:18:24.137243
quanteda.textmodels	2025-01-15	Kenneth Benoit		0	2024-12-23 15:18:24.137243
