Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
teal	2025-02-18	Dawid Kaledkowski	teal.modules.clinical, teal.modules.general	2	2025-02-23 04:21:25.13541
teal.modules.clinical	2025-02-18	Joe Zhu		0	2025-02-23 04:21:25.13541
teal.modules.general	2025-02-18	Dawid Kaledkowski		0	2025-02-23 04:21:25.13541
duckplyr	2025-02-21	Kirill Müller	censobr	1	2025-02-23 04:21:25.13541
cpmBigData	2025-02-23	Chun Li		0	2025-02-23 04:21:25.13541
ormBigData	2025-02-23	Chun Li		0	2025-02-23 04:21:25.13541
PResiduals	2025-02-23	Chun Li		0	2025-02-23 04:21:25.13541
MatchIt	2025-02-24	Noah Greifer	causalBatch, CBPS, cem, EpiForsk, jsmodule, MatchThem, netdiffuseR, PSAboot, psBayesborrow, psborrow, RCTrep, SAMprior, sitepickR, vaccineff, causal.decomp, causalOT, CERFIT, mvGPS, PanelMatch, mwa	20	2025-02-23 04:21:25.13541
WeightIt	2025-02-24	Noah Greifer	CIMTx, MatchThem, mvGPS	3	2025-02-23 04:21:25.13541
GDILM.SEIRS	2025-02-24	Amin Abed		0	2025-02-23 04:21:25.13541
tinytiger	2025-02-26	Christopher T. Kenny	alarmdata, censable, geomander, PL94171, redistverse, cvap, ppmf, wru	8	2025-02-23 04:21:25.13541
btergm	2025-02-26	Philip Leifeld	ergMargins, netmediate	2	2025-02-23 04:21:25.13541
zippeR	2025-02-26	Christopher Prener	deprivateR	1	2025-02-23 04:21:25.13541
baf	2025-02-26	Christopher T. Kenny		0	2025-02-23 04:21:25.13541
BRugs	2025-02-26	Uwe Ligges		0	2025-02-23 04:21:25.13541
fasterRaster	2025-02-26	Adam B. Smith		0	2025-02-23 04:21:25.13541
o2geosocial	2025-02-26	Alexis Robert		0	2025-02-23 04:21:25.13541
