Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
SparseM	2024-07-11	Roger Koenker	baseline, bgumbel, cobs, cpmBigData, DDD, did2s, diproperm, DWDLargeR, evmix, hts, lincom, LKT, modelfree, multipleDL, needmining, netdiffuseR, ormBigData, pawacc, pheno, PResiduals, QRegVCM, quanteda.textmodels, quantilogram, quantreg, quantregGrowth, RItools, rms, RPPASPACE, RTextTools, smoothAPC, SortedEffects, stR, ir, NMRphasing, pems.utils, powdR, spectacles, spectralAnalysis, takos, biospear, demography, joineRML, L2E, logcondiscr, rTwig, simest, vital, DAISIE, DAMOCLES, nodeSub, PBD, SADISA, secsse, DiSCos, GRIDCOPULA, zcurve, finnts, thief, phenmod, abc, ACE.CoCo, alphaOutlier, asm, atRisk, batchtma, binsreg, boostrq, BwQuant, car, caROC, chipPCR, cluscov, ClusPred, cmcR, cmprskQR, Compositional, ConnectednessApproach, Counterfactual, cqrReg, crs, ddpca, diagL1, diveMove, EdSurvey, emplik, erah, esreg, EXRQ, fairadapt, ForecastComb, ForecastCombinations, gapfill, geeVerse, GEInter, georob, ggpmisc, ggquickeda, gJLS2, HDRFA, hettx, HIMA, hrqglas, invacost, iNZightPlots, JWileymisc, locpolExpectile, lqmix, lqr, lss2, matrisk, MCMCpack, MendelianRandomization, midasr, MiRKAT, modeLLtest, MRZero, MTE, multid, MultiKink, mvctm, MXM, NCA, newIMVC, nlmeVPC, np, NSM3, OPTtesting, PDMIF, perryExamples, pez, pfa, plaqr, plotluck, profExtrema, pwr2ppl, qcauchyreg, qcpm, qfa, QRank, QregBB, QRIpkg, qris, qrjoint, qrLMM, qrmix, qrNLMM, qte, QTE.RD, QTOCen, Qtools, quantCurves, quantdr, quantoptr, quantreg.nonpar, quantspec, RATest, Rearrangement, riv, rlme, robmed, RobPer, RPPanalyzer, rqPen, rrat, SeBR, SGP, SimplyAgree, siqr, sn, SpatialRegimes, STMr, SystemicR, tidyvpc, TSrepr, tsrobprep, TTCA, turboEM, unitquantreg, vdg, weightQuant, WpProj, WRTDStidal, base.rms, boot.pval, bujar, calibmsm, CalibrationCurves, CaseBasedReasoning, CatPredi, cg, contrast, coxed, CPE, crosslag, CsChange, csmpv, depigner, diversityForest, DynNom, ems, FeaLect, ggrcs, ggrisk, Greg, greport, haplo.stats, hIRT, interactionRCS, LCAextend, lodGWAS, lordif, MetabolicSurv, miceafter, missDeaths, movieROC, nlrr, nomogramEx, nomogramFormula, ordcrm, ormPlot, pec, peRiodiCS, pleio, plsRcox, psfmi, QHScrnomo, qreport, rankCorr, rcssci, riskRegression, rmsb, seawaveQ, seqimpute, shrink, sMSROC, Surrogate, survAUC, survHE, SvyNom, TrendInTrend, ATAforecasting, abctools, EasyABC, ecolottery, fable.ata, sampcompR, adventr, AER, afex, AFR, aggTrees, AICcPermanova, alr4, anacor, ANOVAIREVA, AovBay, apaTables, apc, aPCoA, apt, ardl.nardl, ART, ARTool, AutoScore, BayesianMediationA, bayesLife, bbw, BetterReg, bgmm, BioPred, blorr, candisc, clptheory, Cluster.OBeu, CMHNPA, cna, colocPropTest, compindexR, Countr, cprobit, cv, Deducer, DEGRE, dhglm, DIDmultiplegtDYN, DistatisR, DJL, drc, dynlm, dynr, EasyDescribe, eatRep, ecm, eda4treeR, EffectLiteR, envoutliers, epr, ERSA, EvaluateCore, eventstudyr, ez, FactoMineR, fingerPro, fitplc, forestmangr, FSA, fxregime, gcmr, genridge, glmmSeq, gma, grafify, granova, GrimR, GroupComparisons, gWQS, HanStat, heplots, hysteresis, ibd, iClick, interactionR, iNZightRegression, itemanalysis, its.analysis, ivreg, jmv, lambdaTS, ldamatch, lidaRtRee, lilikoi, LipidomicsR, lmviz, LongDat, LPGraph, LSDsensitivity, macc, matlib, MDMA, MDMR, medflex, micEconCES, MIIVsem, mixlm, mlma, mlrpro, mma, mmabig, mmibain, ModTools, MorphoTools2, MPGE, MSclassifR, MTest, MultBiplotR, Multiaovbay, multiblock, mvdalab, mvinfluence, MVN, My.stepwise, nardl, ndi, nearfar, neatStats, nestedLogit, NHPoisson, NitrogenUptake2016, NonlinearTSA, NormData, OlinkAnalyze, olsrr, oncoPredict, onewaytests, packDAMipd, papeR, phia, piecewiseSEM, plsRglm, PointFore, polimetrics, poliscidata, predictmeans, prettyglm, PROreg, pubh, quantification, quest, quickregression, r2spss, rADA, radiant.data, radiant.model, radiant.multivariate, randomForestVIP, rasclass, Rcmdr, RcmdrMisc, RcmdrPlugin.NMBU, RcmdrPlugin.survival, RCPA3, RegAssure, regtools, RESI, rosetta, rstatix, RVAideMemoire, SAEval, SARP.compo, scan, scorecardModelUtils, ScottKnottESD, sdamr, sdcMicro, seedreg, SemNeT, SignifReg, SimNPH, simr, SimTimeVar, skpr, spANOVA, spldv, ssMRCD, starry, stats4teaching, Statsomat, stepp, StroupGLMM, systemfit, tern, tidycomm, tidySEM, tstests, twowaytests, VIM, volker, zetadiv, MBmca, CompositionalML, QFASA, cops, DAISIEprep, popstudy, RcmdrPlugin.RiskDemo, SEERaBomb, tidyEdSurvey, elhmc, extremis, glmc, kmc, maczic, mvhtests, spearmanCI, esback, GeomComb, CRMetrics, explainer, hydroroute, neutralitytestr, qPCRtools, RQdeltaCT, shinyTempSignal, simET, visa, MLCOPULA, BIGDAWG, haplo.ccs, IFP, pould, SNPassoc, jmBIG, mind, multilevelTools, pscore, adaptsmoFMRI, animalEKF, bacr, bartcs, Bayenet, bayesanova, BayesDissolution, bayesDP, BayesESS, BayesianFactorZoo, BayesLCA, BayesMFSurv, bayesmove, BayesPostEst, bayest, BCClong, Bergm, BHAI, bmet, BMRMM, bmstdr, BMTAR, brxx, CARBayes, CARBayesST, ccpsyc, clickb, coarseDataTools, ConsReg, DPtree, evolqg, factor.switching, FAVAR, fdrDiscreteNull, fungible, hdpGLM, HKprocess, HMMmlselect, Hmsc, lchemix, llbayesireg, lsirm12pl, manet, maxcombo, MBSGS, MBSP, mbsts, MCPAN, mHMMbayes, midas2, miscF, miWQS, mixAR, MixSIAR, multilevelmediation, mvst, netcmc, NetworkChange, NMADiagT, noncomplyR, NVCSSL, optDesignSlopeInt, pCalibrate, PICBayes, PLMIX, poolHelper, popdemo, PortRisk, prolsirm, PRSPGx, qgg, quid, Rdta, riAFTBART, robustsae, RSGHB, scorematchingad, sectorgap, SensMap, SizeEstimation, sizeMat, sorocs, sparsereg, spikeSlabGAM, ssmsn, StReg, SurrogateBMA, telescope, twl, uskewFactors, AROC, assessor, bndovb, causalweight, Compind, condSURV, CovSel, DepthProc, drtmle, generalCorr, lg, nlpred, nonsmooth, npbr, nse, practicalSigni, pssmooth, rcDEA, rddtools, ROCnReg, semsfa, sharpPen, sievePH, simIReff, sobolnp, survidm, tempted, bnnSurvival, DynForest, Landmarking, obliqueRSF, OSTE, pammtools, survex, SurvMetrics, timeROC, plasma, nlmm, scpi, LorenzRegression, panelhetero, BayesSurvive, burgle, BuyseTest, contsurvplot, CSCNet, pencal, psbcSpeedUp, wally, robmedExtra, mvDFA, evalITR, vaccine, abtest, ALDqr, asymmetry.measures, BayesMultiMode, blapsr, bssn, distdichoR, enveomics.R, ExtremalDep, facmodCS, facmodTS, fAssets, fMultivar, fmx, GeoModels, goft, holi, ICAOD, lancor, latent2likert, MAINT.Data, mateable, MCMCtreeR, MNARclust, npboottprm, ordgam, parfm, parTimeROC, pema, proteus, QuadratiK, RFlocalfdr, Rgbp, Rlgt, rSHAPE, sampsizeval, SHELF, SMARTp, SPreg, ssmn, ssmodels, stochvolTMB, TFisher, ThermalSampleR, TSMSN, VarReg, waves, forecastHybrid, addreg, COMBO, logbin, SpatialVx, CoTiMA, chantrics, civ, CleaningValidation, clespr, clusterSEs, controlfunctionIV, ddml, dLagM, glm.predict, GLMpack, gplm, interflex, ivdoctr, prodest, RCT2, rdd, rddapp, rdlocrand, REndo, scqe, BiostatsUHNplus, bruceR, fullfact, r2glmm, statsExpressions, Superpower, multisite.accuracy, bayesCT, bayesPop, BFpack, ggrasp, SSHAARP, MultivariateAnalysis, smacof, SurveyCC, causalHyperGraph, cnaOpt, frscore, EpiEstim, cenROC, oii, familial, OptimaRegion, DIDmultiplegt, AgroR, AgroReg, beadplexr, drcSeedGerm, drcte, dynamAedes, ec50estimator, envalysis, ezec, QurvE, staRdom, stressaddition, VDAP, ARDL, CADFtest, meboot, nlrx, gvcR, MOTE, multifear, negligible, npIntFactRep, psychReport, psyntur, RcmdrPlugin.EACSPIR, TriMatch, CAinterprTools, CINNA, ClustBlock, clusterMI, denoiseR, discoveR, factoextra, FactoInvestigate, Factoshiny, fdm2id, fmf, GDAtools, ggfacto, gspcr, HDoutliers, HistDAWass, HotellingEllipse, Indicator, interca, inti, mFD, mimi, missMDA, MLGL, OptiSembleForecasting, OTrecod, packMBPLSDA, phoenics, R.temis, RclusTool, RcmdrPlugin.FactoMineR, rKOMICS, RSDA, SensoMineR, soc.ca, SPARTAAS, SQI, tetraclasse, uHMM, wilson, Xplortext, DGP4LCF, fPortfolio, bifurcatingr, BLCOP, fCopulae, latentcor, mixedCCA, QuantileGH, TSstudio, hilldiv, omu, voiceR, cdmTools, EGAnet, Rnest, vampyr, CompMix, lwqs, wqspt, ICSClust, ispd, pbbd, slr, ivgets, OneSampleMR, robust2sls, LPKsample, LPsmooth, biplotbootGUI, dymo, hyperoverlap, IOLS, panelSUR, smallstuff, VIRF, ANOM, BSagri, pairwiseCI, gimme, MIIVefa, agRee, PottsUtils, DFA.CANCOR, KarsTS, RSP, phyloTop, bootwar, npboottprmFBar, autoReg, KMunicate, relsurv, robber, surrosurv, bootPLS, plsRbeta, poolABC, exactLTRE, mpmsim, Rage, raincin, Rcompadre, radiant, radiant.basics, radiant.design, BiodiversityR, RcmdrPlugin.aRnova, RcmdrPlugin.BiclustGUI, RcmdrPlugin.BWS1, RcmdrPlugin.BWS2, RcmdrPlugin.BWS3, RcmdrPlugin.cpd, RcmdrPlugin.DCCV, RcmdrPlugin.DCE, RcmdrPlugin.depthTools, RcmdrPlugin.DoE, RcmdrPlugin.EBM, RcmdrPlugin.EcoVirtual, RcmdrPlugin.Export, RcmdrPlugin.EZR, RcmdrPlugin.GWRM, RcmdrPlugin.HH, RcmdrPlugin.KMggplot2, RcmdrPlugin.MA, RcmdrPlugin.MPAStats, RcmdrPlugin.orloca, RcmdrPlugin.PcaRobust, RcmdrPlugin.RMTCJags, RcmdrPlugin.ROC, RcmdrPlugin.sos, RcmdrPlugin.TeachingDemos, RcmdrPlugin.TeachStat, RcmdrPlugin.temis, RcmdrPlugin.UCA, RcmdrPlugin.WorldFlora, brsim, mpae, partools, qeML, toweranNA, apollo, dumbbell, ggpubr, GimmeMyPlot, microbial, microdiluteR, qPCRhelper, reportRmd, SqueakR, tcgaViz, vannstats, vvdoctor, scplot, convdistr, disbayes, countSTAR, cancerGI, ChainLadder, diffusion, erer, micEconAids, micEconSNQP, modnets, sampleSelection, SIRE, tvReg, chevron, teal.modules.clinical, teal.modules.general, tern.gee, tern.mmrm, metap, TestAnaAPP, ePCR, FastJM, JMH, jsmodule, survcompare, lfproQC, missCompare, onlineBcp, promor, robCompositions, simPop, simputation, bootCT, BANAM, BGGM, AlleleShift, ChineseNames, PsychWordVec, cdcatR, clmplus, mmiCATs, latentFactoR, covid19india, earlyR, EpiLPS, ern, ASRgenomics, compindPCA, disto, drclust, ggheatmap, hclusteasy, ihclust, immcp, immunarch, jrSiCKLSNMF, KMEANS.KNN, LDABiplots, metaCluster, MissCP, MSmix, PhageCocktail, sejmRP, statgenHTP, statVisual, SurvHiDim, TOmicsVis, tRigon, WormTensor, RMOPI, adestr, agriutilities, ale, AnanseSeurat, AnnoProbe, APCI, APCtools, asmbPLS, baker, BayesianPlatformDesignTimeTrend, bayMDS, bdl, BinMat, BioM2, BNPmix, BREADR, bSi, ClusROC, clustEff, CohortCharacteristics, CompAREdesign, conformalInference.fd, convergEU, corx, CovidMutations, Coxmos, crctStepdown, csa, cvCovEst, dae, ddtlcm, dfoliatR, did, digitalDLSorteR, dPCP, dtComb, ecocbo, EEAaq, ENMTools, entropart, esmtools, fastai, finnsurveytext, FRK, FuncNN, GABB, geneHapR, geocausal, gfoRmula, ggESDA, ggScatRidges, GNAR, grapesAgri1, hdcuremodels, heiscore, hJAM, HS, HYPEtools, iCellR, IDEATools, iemisc, iglu, ImFoR, iNEXT.4steps, insane, IRon, jskm, lehuynh, longreadvqs, LTCDM, mappoly, mc2d, meconetcomp, mecoturn, MERO, MetaIntegrator, metaviz, MF.beta4, miceRanger, missingHE, MSigSeg, MSPRT, neonPlantEcology, nlmixr2rpt, OenoKPM, ofpetrial, onemap, OSLdecomposition, ParBayesianOptimization, pbcc, pctax, PRECAST, pRecipe, predRupdate, promotionImpact, PUMP, RCTrep, reappraised, reservoirnet, rfVarImpOOB, riskCommunicator, rnmamod, rPACI, rrtable, rSAFE, RVA, scITD, SCOUTer, scSpatialSIM, SEIRfansy, SHAPforxgboost, ShellChron, sigminer, SIPmg, SKFCPD, smplot2, SouthParkRshiny, SpatialDDLS, SRTsim, surtvep, survminer, symptomcheckR, TCIU, TestGardener, tipsae, trawl, UCSCXenaShiny, UNCOVER, UniprotR, VALERIE, vDiveR, vici, viewpoly, vmeasur, volcano3D, vsd, vvshiny, WINS, coda4microbiome, OutliersO3, CB2, ICDS, metapro, PEACH, geneticae, imp4p, INSPIRE, NIMAA, tabledown, cdparcoord, cuRe, RISCA, CMMs, symbolicDA, EMSS, HeckmanEM, localIV, ssmrob, xtsum, AnthropMMD, asymmetry, ecoregime, fmdu, FreeSortR, MDSMap, mdsOpt, networktools, smacofx, stops, phm, ggstatsplot, JustifyAlpha, PSAboot, easybgm, eselect, PPLasso, WLogit, asremlPlus, edibble, growthPheno, imageData, optic, inpdfr, lmap, IDE, mi4p, qtlpoly, AnnuityRIR, CloneSeeker, CopulaREMADA, CPP, handwriter, iCARH, OSCV, PRA, rriskDistributions, RSurveillance, stratifyR, Umpire, polymapR, bootnet, NetworkComparisonTest, NetworkComparr, ProFAST, evapoRe, webr, allMT, BRACE, CondiS, FlexVarJM, GFDsurv, GofCens, IDMIR, LongCART, MicrobiomeSurv, MiMIR, NADA2, Oncofilterfast, OneSampleLogRankTest, pathwayTMB, PMAPscore, ProgModule, reconstructKM, signatureSurvival, SMDIC, survival666, survivalAnalysis, tinyarray, powerly, decisionSupport	1194	2024-07-17 19:15:19.29121
openxlsx	2024-07-11	Philipp Schauberger	act, aelab, agena.ai, anabel, AntibodyTiters, aoristic, aquodom, augmentedRCBD, autoGO, baizer, BayesBP, BeeBDC, bibliometrix, BiostatsUHNplus, blrm, BrazilCrime, bulkreadr, bursa, cats, CDSS, CLME, coefa, CohortPlat, COINr, compareDF, condformat, conmet, CoTiMA, CUFF, datadictionary, dataframeexplorer, defineR, do, dQTG.seq, easysurv, editData, emdi, epitweetr, espadon, export, exvatools, fasstr, genekitr, gerbil, gmoTree, GRShiny, GWASinspector, HadamardR, HiResTEC, Holomics, idcnrba, IDEATools, ie2misc, immcp, interca, iopspackage, isoorbi, ispdata, izmir, joinXL, jstager, KHQ, KLINK, knitxl, kutils, lares, lessR, libr, LifeInsureR, LLSR, MacBehaviour, macrocol, MainExistingDatasets, MetAlyzer, MFO, MHCtools, mimsy, miRetrieve, MLMOI, mpindex, NormData, odk, OenoKPM, OHCSpackage, One4All, OpenRepGrid, OpenRepGrid.ic, OralOpioids, oreo, ORFID, Pandora, povmap, presenter, psidR, qdap, QTL.gCIMapping, QTL.gCIMapping.GUI, qualitycontrol, rADA, RALSA, rbiom, REDCapDM, repana, reproducer, RGAP, RJafroc, Rtrack, saeTrafo, samr, sccca, scorecard, sdtmchecks, seasonalview, SEERaBomb, sherlock, shinypivottabler, sistec, SNPannotator, Spectran, survout, tablaxlsx, tablexlsx, tatoo, TestAnaAPP, tigerhitteR, umx, upstartr, uscoauditlog, varitas, whSample, word.alignment, xlsx2dfs, zoomGroupStats, plutor, PWIR, tosr, metaConvert, mojson, base.rms, cutoff, ggrisk, msig, nomogramFormula, set, ggplotAssist, rrtable, SemNetCleaner, HDOMDesign, rockchalk, stationery, tabledown, LDLcalc, Robyn, CliquePercolation, starvars, sassy, LifeInsuranceContracts, autostats, TidyConsultant, disclosuR, NLPutils, WhatsR, SMDIC, tidybins, negligible, r2mlm, rewie, semPlot, webr, scicomptools, bnpa, dySEM, EGAnet, lavaan.shiny, lcsm, lvnet, RSP, semdrw, semptools, vampyr, latentFactoR	181	2024-07-17 19:15:19.29121
swagger	2024-07-12	Bruno Tremblay	mlflow, plumber, tfdeploy, arenar, googleCloudRunner, microCRAN, plumbertableau, starsTileServer, tgver	9	2024-07-17 19:15:19.29121
algaeClassify	2024-07-12	Vijay Patil		0	2024-07-17 19:15:19.29121
HiveR	2024-07-18	Bryan A. Hanson		0	2024-07-17 19:15:19.29121
morse	2024-07-18	Virgile Baudrot		0	2024-07-17 19:15:19.29121
Multiaovbay	2024-07-18	Omar Ruiz-Barzola		0	2024-07-17 19:15:19.29121
OptiSembleForecasting	2024-07-18	Dr. Md Yeasin		0	2024-07-17 19:15:19.29121
stationery	2024-07-18	Paul Johnson		0	2024-07-17 19:15:19.29121
iemiscdata	2024-07-19	Irucka Embry	iemisc	1	2024-07-17 19:15:19.29121
